201	0.139594841
202	0.100321788
203	0.043049085
204	0.272092829
206	0.426232632
207	0.544920922
208	0.052323875
209	0.108364624
210	0.040513689
211	0.069366964
212	0.111135969
213	0.119983894
214	1.102523494
215	0.022120639
216	0.380376427
217	0.068844214
218	0.379427214
219	0.544364379
220	0.187606095
221	0.076198207
222	0.546950883
223	0.511868511
224	0.057391531
225	0.012984133
226	0.135460367
227	6.55E-05
228	0.399015118
229	0.062578462
230	0.219105265
232	0.367230153
233	0.167728974
234	0.146777139
235	0.148416745
236	0.599077305
237	0.022648243
238	0.160577484
239	0.215326409
240	0.046695532
241	0.153307669
242	0.515976288
243	0.132749969
244	0.415542553
245	0.10044445
246	0.28081105
247	0.007592907
248	0.335216689
249	0.047485326
250	0.014281787
