1	0.067677477
2	0.079446532
4	0.030336329
5	0.000826273
6	0.004171011
7	0.006734562
8	0.024121361
9	0.258381801
10	0.003551442
11	0.074917951
12	0.036538531
13	0.0290267
14	0.024189731
15	0.029249378
16	0.131769808
17	0.557547508
18	0.014132606
19	0
20	0.005638662
21	0.058561231
22	0.035865525
23	0.056746811
24	0.023168218
25	0.022341059
26	0.059095979
27	0.067930783
28	0.083362132
29	0.003330912
30	0.038816442
31	0.018600975
32	0.540531152
33	0.020612227
34	0.016772705
35	0.01293107
36	0.082723197
37	0.024190373
38	0.014751258
39	0.020736486
41	0.021173003
42	0.013233956
43	0.06792839
44	0.012016076
45	0.062567872
46	0.172722878
47	0.059052084
48	0.034455272
49	0
50	0.040440467
51	0.015654421
52	0.010860485
53	0.14584848
54	0.027398502
55	0.020753098
56	0.022861078
57	0.033613445
58	0.03212085
59	0.008641999
60	0.019635173
61	0.011954437
62	0.202144072
63	0
64	0.004489283
65	0.042880091
66	0.19161371
67	0.059508469
68	0.018898717
69	0.047067189
70	0
71	0.022484354
73	0.048694291
74	0.052286862
75	0.084663733
76	0.013400737
77	0.039475416
78	0.018089636
79	0.020555908
80	0.024751477
81	0.020277767
82	0.007272498
83	0
84	0.08457256
85	0.03372082
86	0.037098171
87	0.010696855
88	0.022414632
89	0.030060452
90	0.016268005
91	0.002747253
92	0.002141955
93	0.007303446
94	0.004425779
95	0.042245513
96	0.018601655
97	0.044394492
98	0.000741941
99	0.015290437
101	0.110128343
102	0.007587393
103	0.016766139
104	0.090289116
105	0.041989746
106	0.000284723
107	0.004631404
108	0.07426254
109	0.10255187
110	0.029980965
111	0.030539247
112	0.06072798
113	0.028382535
114	0.023628688
115	0.039536147
116	0.026717387
117	0.079550985
118	0.032477934
120	0.127718988
122	0.018234847
123	0.06288222
124	0.142408074
125	0.178728959
126	0.01126075
127	0.096741864
128	0.017318349
129	0.044763043
130	0.022297581
131	0.031476159
132	0.005632825
133	0.015420348
134	0.005334786
135	0.073979571
136	0.008000045
138	0.005624157
139	0.005374772
140	0.001165481
141	0.063761582
142	0
143	0.017900345
144	0.038232678
145	0.030370042
146	0.037831415
147	0.130625537
148	0.130647569
149	0.286720887
150	0.125738034
151	0.032061316
152	0.0372113
153	0.042921991
154	0
155	0.038444102
156	0.024598561
157	0.039493979
158	0.102546157
159	0.021883
160	0.016615475
161	0.010687848
162	0
163	0.035513402
164	0.00407131
165	0.022817743
166	0.030937559
167	0.035857114
168	0.112122807
169	0.010431658
170	0.112925716
171	0.008246232
172	0.038983698
173	0.06565925
174	0.016664355
175	0.01749974
176	0.014441224
177	0.042339641
178	0.016414979
179	0.018143859
180	0.01242236
181	0.16736739
182	0.616655748
183	0.038010972
184	0.016153088
185	0.039332938
186	0.009647265
187	0.031486787
188	0.030837046
189	0.00700504
190	0.017943247
191	0.041413827
192	0.166690548
193	0.020327897
194	0.879739241
195	0.027715727
196	0.018654294
197	0.030146389
198	0.015605509
199	0.007245533
200	0.19274822
